,,,,,,,,,,,,,,lat,long
https://www.google.co.th/maps/place/Pink+glass+%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A1/data=!4m7!3m6!1s0x311d35a11c3ff89d:0x5e118b254506e4c3!8m2!3d13.352127!4d101.007133!16s%2Fg%2F11ggls7nmj!19sChIJnfg_HKE1HTERw-QGRSWLEV4?authuser=0&hl=th&rclk=1,Pink glass ไอศกรีม,4.8,(42),ไอศกรีม,?,4/23 ม.6 ถ.เศรษฐกิจ,ปิดอยู่,? เปิด 15:00,https://lh5.googleusercontent.com/p/AF1QipMsh1UmrgMqr9uLHv4LpTm40dcLRs8IsrOoNPQ1=w122-h92-k-no,,13.352127!4d101.007133,,"13.352127,101.007133",13.352127,101.007133
https://www.google.co.th/maps/place/%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%AA%E0%B8%A7%E0%B8%B5%E0%B9%88%E0%B8%A2/data=!4m7!3m6!1s0x311d4b003a753bab:0x77c5a61bb6b1c85f!8m2!3d13.3455771!4d100.9684599!16s%2Fg%2F11w49htgwm!19sChIJqzt1OgBLHTERX8ixthumxXc?authuser=0&hl=th&rclk=1,มี่เสวี่ย,3.6,(28),ไอศกรีม,?,8XW9+5CV,,,https://lh5.googleusercontent.com/p/AF1QipOijJdLWSQm7U6L-iV21XWBpX8yyU5NJGDpHuBN=w92-h92-k-no,,13.3455771!4d100.9684599,,"13.3455771,100.9684599",13.3455771,100.9684599
https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%9F%E0%B8%B4%E0%B8%99%E0%B8%A1%E0%B8%AD%E0%B8%A3%E0%B9%8C+%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A1%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B9%80%E0%B8%A1%E0%B8%94+%E0%B8%93+%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%B2/data=!4m7!3m6!1s0x3102b7e6cbbeaf9d:0xaea1ff35907bef5b!8m2!3d13.1461478!4d100.9552774!16s%2Fg%2F11mv_cdy46!19sChIJna--y-a3AjERW-97kDX_oa4?authuser=0&hl=th&rclk=1,ร้านฟินมอร์ ไอศกรีมโฮมเมด ณ ศรีราชา,4.3,(14),ไอศกรีม,,,,,https://lh5.googleusercontent.com/p/AF1QipP95oKlYvg629kb4huMBI-PTMrZHOvabFv9bNsQ=w92-h92-k-no,,13.1461478!4d100.9552774,,"13.1461478,100.9552774",13.1461478,100.9552774
https://www.google.co.th/maps/place/TamaTory+Caf%C3%A9+ChonBuri/data=!4m7!3m6!1s0x311d4bf13063b0f5:0x4572c742271b6ad4!8m2!3d13.3428836!4d100.9627013!16s%2Fg%2F11vjgcryw6!19sChIJ9bBjMPFLHTER1GobJ0LHckU?authuser=0&hl=th&rclk=1,TamaTory Caf? ChonBuri,4.3,(4),ไอศกรีม,?,112 31 ถนน พระยาสัจจา,ปิดอยู่,? เปิด 11:00,https://lh5.googleusercontent.com/p/AF1QipOGoybLa8ZAuEfHAeVNk2UAemK_xgIa83g0EFHk=w80-h106-k-no,,13.3428836!4d100.9627013,,"13.3428836,100.9627013",13.3428836,100.9627013
https://www.google.co.th/maps/place/%E0%B8%A7%E0%B8%B1%E0%B8%87%E0%B8%9A%E0%B8%B9%E0%B8%A3%E0%B8%9E%E0%B8%B2+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x3102b51d89f393c1:0x5f6794a3fa2ef8cc!8m2!3d13.2712647!4d100.9228155!16s%2Fg%2F11nfv832ww!19sChIJwZPziR21AjERzPgu-qOUZ18?authuser=0&hl=th&rclk=1,วังบูรพา Cafe & Restaurant,4.6,(84),ร้านกาแฟ,?,108 แสนสุข 48 ถนน บางแสนล่าง,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipO5TbYZ0XdABvJDqLVcSMgzBvdgXdj9z3IF8CnW=w80-h106-k-no,,13.2712647!4d100.9228155,,"13.2712647,100.9228155",13.2712647,100.9228155
https://www.google.co.th/maps/place/Acocoa+High+%28%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%81%29/data=!4m7!3m6!1s0x3102b50253a7df21:0x69b74aa9a3b036d2!8m2!3d13.2712023!4d100.9434145!16s%2Fg%2F11tk6hqjpr!19sChIJId-nUwK1AjER0jawo6lKt2k?authuser=0&hl=th&rclk=1,Acocoa High (สาขาหลัก),4.9,(203),ร้านกาแฟ,?,54 ซอย สลักได,เปิด,? ปิด 20:00,https://lh5.googleusercontent.com/p/AF1QipOxySKFgOQnn21LOrTL4pm6Jj63T2M62vt1Pxc4=w122-h92-k-no,,13.2712023!4d100.9434145,,"13.2712023,100.9434145",13.2712023,100.9434145
https://www.google.co.th/maps/place/%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A1%E0%B9%80%E0%B8%AA%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%94%E0%B8%A7%E0%B8%87+%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A1%E0%B8%81%E0%B8%B0%E0%B8%97%E0%B8%B4%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%8A%E0%B8%B1%E0%B8%A2/data=!4m7!3m6!1s0x3102b78a87c7e98d:0x684c8d549d6f48cc!8m2!3d13.1571123!4d100.9562337!16s%2Fg%2F11hfbnr59g!19sChIJjenHh4q3AjERzEhvnVSNTGg?authuser=0&hl=th&rclk=1,ไอศกรีมเสริมดวง ไอศกรีมกะทิมหาชัย,4.8,(5),ไอศกรีม,,,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipOBmsXQhCBARrmz0mPF58bp1N1U0zRZRYFFVgun=w80-h106-k-no,,13.1571123!4d100.9562337,,"13.1571123,100.9562337",13.1571123,100.9562337
https://www.google.co.th/maps/place/WEDRINK+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%8A%E0%B8%A5%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5+%28%E0%B8%96%E0%B8%99%E0%B8%99%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%B2%E0%B8%AA%E0%B8%B1%E0%B8%88%E0%B8%88%E0%B8%B2%29/data=!4m7!3m6!1s0x311d4b54514fc1e9:0x70ac5d324631425a!8m2!3d13.356443!4d100.9779659!16s%2Fg%2F11y828ddlw!19sChIJ6cFPUVRLHTERWkIxRjJdrHA?authuser=0&hl=th&rclk=1,WEDRINK สาขาเมืองชลบุรี (ถนนพระยาสัจจา),5.0,(10),ไอศกรีม,?,30 43 หมู่ที่ 4 ถนน พระยาสัจจา,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipNvn3OQjzKs4UuEG9ATry-OB0W6QWZG-epkPZdS=w80-h106-k-no,,13.356443!4d100.9779659,,"13.356443,100.9779659",13.356443,100.9779659
https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%84%E0%B8%A3%E0%B8%B5%E0%B8%A1%E0%B9%80%E0%B8%9A%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%A3%E0%B8%B5%E0%B9%88%E0%B9%84%E0%B8%AD%E0%B8%8B%E0%B9%8C+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%AB%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B9%82%E0%B8%A3%E0%B8%9A%E0%B8%B4%E0%B8%99%E0%B8%AA%E0%B8%B1%E0%B8%99+%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%B2/data=!4m7!3m6!1s0x3102b7018f0a0b3d:0xc3d6bc14c1d67e6b!8m2!3d13.1682808!4d100.9303739!16s%2Fg%2F11b8vdwv63!19sChIJPQsKjwG3AjERa37WwRS81sM?authuser=0&hl=th&rclk=1,ร้านไอศครีมเบอร์รี่ไอซ์ สาขาห้างโรบินสัน ศรีราชา,5.0,(2),ไอศกรีม,?,5W9J+849,ปิดอยู่,? เปิด 10:00,https://maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png,,13.1682808!4d100.9303739,,"13.1682808,100.9303739",13.1682808,100.9303739
https://www.google.co.th/maps/place/Craft+Scoop+Gelato+%28%E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%9F%E0%B8%95%E0%B9%8C+%E0%B8%AA%E0%B8%84%E0%B8%B9%E0%B8%9B+%E0%B9%80%E0%B8%88%E0%B8%A5%E0%B8%B2%E0%B9%82%E0%B8%95%29/data=!4m7!3m6!1s0x311d4b133c67ec01:0x1249a4bbd90891a6!8m2!3d13.3406247!4d100.9603607!16s%2Fg%2F11w8qlmztq!19sChIJAexnPBNLHTERppEI2bukSRI?authuser=0&hl=th&rclk=1,Craft Scoop Gelato (คราฟต์ สคูป เจลาโต),5.0,(45),ไอศกรีม,?,112 439 ถนน พระยาสัจจา,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipNNjazl19o1aFfAN3IU252PJVNTi_jgHzafDfa5=w92-h92-k-no,,13.3406247!4d100.9603607,,"13.3406247,100.9603607",13.3406247,100.9603607
https://www.google.co.th/maps/place/%E0%B9%80%E0%B8%94%E0%B8%B7%E0%B8%AD%E0%B8%99%E0%B8%89%E0%B8%B2%E0%B8%A2+%E0%B8%99%E0%B8%A1%E0%B8%AA%E0%B8%94/data=!4m7!3m6!1s0x3102b500693010a7:0xc671f5a9c0b3f683!8m2!3d13.2786471!4d100.9356162!16s%2Fg%2F11vrmv7b4p!19sChIJpxAwaQC1AjERg_azwKn1ccY?authuser=0&hl=th&rclk=1,เดือนฉาย นมสด,4.2,(73),ร้านกาแฟ,?,129 ถ สันติเกษม,ปิดอยู่,? เปิด 16:00,https://lh5.googleusercontent.com/p/AF1QipPlYNbmGgWjvOqnICT8t0VOdkZM_nZdasbRBo2W=w122-h92-k-no,,13.2786471!4d100.9356162,,"13.2786471,100.9356162",13.2786471,100.9356162
https://www.google.co.th/maps/place/Dream+Cottage+%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%AA%E0%B8%99/data=!4m7!3m6!1s0x3102b51412eae177:0x145ba0ebc6f64a25!8m2!3d13.2777544!4d100.9435552!16s%2Fg%2F11b7rxdqzy!19sChIJd-HqEhS1AjERJUr2xuugWxQ?authuser=0&hl=th&rclk=1,Dream Cottage บางแสน,4.3,(989),ร้านอาหาร,?,?,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipO7-_rsGCVSgdZZTPG8LLeYjNHL0hX2rdFwMT8x=w104-h92-k-no,,13.2777544!4d100.9435552,,"13.2777544,100.9435552",13.2777544,100.9435552
https://www.google.co.th/maps/place/%E0%B8%AB%E0%B8%A5%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B8%87+%E0%B8%8A%E0%B8%B2%E0%B8%A2%E0%B8%97%E0%B8%B0%E0%B9%80%E0%B8%A5%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%9E%E0%B8%A3%E0%B8%B0/data=!4m7!3m6!1s0x3102b7cabcb0fa41:0x49dd49dcb1f52b5b!8m2!3d13.2090796!4d100.9350359!16s%2Fg%2F11l29hkz5_!19sChIJQfqwvMq3AjERWyv1sdxJ3Uk?authuser=0&hl=th&rclk=1,หลานกง ชายทะเลบางพระ,4.5,(51),ไอศกรีม,?,106 4,ปิดอยู่,? เปิด 11:30,https://lh5.googleusercontent.com/p/AF1QipNWh0DknN-7MI6nD4BKUnfbmGCMpc7GE0W-xAnu=w122-h92-k-no,,13.2090796!4d100.9350359,,"13.2090796,100.9350359",13.2090796,100.9350359
https://www.google.co.th/maps/place/%E0%B8%9F%E0%B9%89%E0%B8%B2%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A1+%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B9%80%E0%B8%81%E0%B9%8B%E0%B8%87+%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B9%80%E0%B8%81%E0%B9%88%E0%B8%B2/data=!4m7!3m6!1s0x311d358c7b7a4003:0x69f62377b4b26201!8m2!3d13.3694091!4d100.9868565!16s%2Fg%2F11hbqcc1j9!19sChIJA0B6e4w1HTERAWKytHcj9mk?authuser=0&hl=th&rclk=1,ฟ้าไทยไอศกรีม หน้าเก๋ง เจ้าเก่า,4.0,(4),ไอศกรีม,?,421/2 ตรอกเก๋ง,ปิดอยู่,? เปิด 16:30,https://lh5.googleusercontent.com/p/AF1QipOspn9qzIt62G8YhWCPHybSxu8SvbpcIXXUufiX=w92-h92-k-no,,13.3694091!4d100.9868565,,"13.3694091,100.9868565",13.3694091,100.9868565
https://www.google.co.th/maps/place/%E0%B8%A1%E0%B8%B4%E0%B9%89%E0%B8%A5%E0%B8%84%E0%B9%8C%E0%B9%80%E0%B8%A1%E0%B9%89%E0%B8%B2%E0%B9%80%E0%B8%97%E0%B9%88%E0%B8%99%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88/data=!4m7!3m6!1s0x3102b5e15d846d61:0xdf818ed8e850120d!8m2!3d13.2745562!4d100.9209731!16s%2Fg%2F11gjd7xq50!19sChIJYW2EXeG1AjERDRJQ6NiOgd8?authuser=0&hl=th&rclk=1,มิ้ลค์เม้าเท่นคาเฟ่,4.7,"(1,379)",ร้านกาแฟ,?,?,ปิดอยู่,? เปิด 11:00,https://lh5.googleusercontent.com/p/AF1QipN3c9jfsPuh5Echs71GnXYblpo3cMVg3SR7sowv=w80-h106-k-no,,13.2745562!4d100.9209731,,"13.2745562,100.9209731",13.2745562,100.9209731
https://www.google.co.th/maps/place/%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A1by%E0%B9%80%E0%B8%88%E0%B9%8A%E0%B8%81%E0%B8%B4%E0%B9%8A%E0%B8%9F/data=!4m7!3m6!1s0x311d32d76bcfcdc9:0xf41ff137d8cf9830!8m2!3d13.3087694!4d101.1204792!16s%2Fg%2F11y4c0570p!19sChIJyc3Pa9cyHTERMJjP2DfxH_Q?authuser=0&hl=th&rclk=1,มหาชัยไอศกรีมbyเจ๊กิ๊ฟ,5.0,(6),ไอศกรีม,?,?,ปิดอยู่,? เปิด 12:00,https://lh5.googleusercontent.com/p/AF1QipNaViSnutru22vORI1ISYKG7odjFB9ZSuwhBt_x=w80-h106-k-no,,13.3087694!4d101.1204792,,"13.3087694,101.1204792",13.3087694,101.1204792
https://www.google.co.th/maps/place/Daydream+Cafe/data=!4m7!3m6!1s0x311d4bf1326470d9:0xd3ed24d7ffaae9b9!8m2!3d13.3385652!4d100.9548344!16s%2Fg%2F11fmsffr4t!19sChIJ2XBkMvFLHTERuemq_9ck7dM?authuser=0&hl=th&rclk=1,Daydream Cafe,4.5,(468),ไอศกรีม,?,109/16 Prayasatcha Road,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipPNSHfgYhq-CM58yPMkaT_X_t801Vg6z-qzfJvn=w122-h92-k-no,,13.3385652!4d100.9548344,,"13.3385652,100.9548344",13.3385652,100.9548344
https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B9%81%E0%B8%82%E0%B9%87%E0%B8%87%E0%B9%84%E0%B8%AA%E0%B9%82%E0%B8%9A%E0%B8%A3%E0%B8%B2%E0%B8%93+%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%84%E0%B8%A3%E0%B8%B5%E0%B8%A1/data=!4m7!3m6!1s0x310295005d10c0c5:0x8a9a8ba502539b75!8m2!3d13.3251427!4d100.9515773!16s%2Fg%2F11rq9nrys6!19sChIJxcAQXQCVAjERdZtTAqWLmoo?authuser=0&hl=th&rclk=1,ร้านน้ำแข็งไสโบราณ มหาชัยไอศครีม,5.0,(4),ร้านของหวาน,?,96 หมู่บ้านไพรเวทแอททาวน์ 46 ม.3,ใกล้เปิดแล้ว,? 09:00,https://lh5.googleusercontent.com/p/AF1QipONb9MlbAzk_mprkZWh5Ff38JHSHqAw2lNyalJh=w138-h92-k-no,,13.3251427!4d100.9515773,,"13.3251427,100.9515773",13.3251427,100.9515773
https://www.google.co.th/maps/place/%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%B2%E0%B9%84%E0%B8%AD%E0%B8%95%E0%B8%B4%E0%B8%A1/data=!4m7!3m6!1s0x3102b7a4e139b531:0x9d7d1d84a48ebf7a!8m2!3d13.1489949!4d100.965761!16s%2Fg%2F11kq4577lt!19sChIJMbU54aS3AjERer-OpIQdfZ0?authuser=0&hl=th&rclk=1,ราชาไอติม,5.0,(5),ไอศกรีม,?,139 ต 3,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipPhwXzuUR_qIeKcaK4tDPZnFQno1mICiBsZORUC=w114-h92-k-no,,13.1489949!4d100.965761,,"13.1489949,100.965761",13.1489949,100.965761
https://www.google.co.th/maps/place/%E0%B9%81%E0%B8%81%E0%B8%B0%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%84%E0%B8%A3%E0%B8%B5%E0%B8%A1%28%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97%29/data=!4m7!3m6!1s0x311d35f5ac9a8de3:0xbf6e8e0d4355d6fb!8m2!3d13.3677085!4d100.9914302!16s%2Fg%2F11v60nsz5n!19sChIJ442arPU1HTER-9ZVQw2Obr8?authuser=0&hl=th&rclk=1,แกะไอศครีม(สุขุมวิท),3.1,(7),ไอศกรีม,?,ถ. สุขุมวิท,ใกล้เปิดแล้ว,? 09:00,https://lh5.googleusercontent.com/p/AF1QipNofNK3JRR7-SvVhrFJ5fHGvaSaRupczJUHfLMJ=w80-h110-k-no,,13.3677085!4d100.9914302,,"13.3677085,100.9914302",13.3677085,100.9914302
https://www.google.co.th/maps/place/Swensen%27s+Central+Sriracha/data=!4m7!3m6!1s0x3102b7a46963f4af:0x1d3900c09891e4a5!8m2!3d13.1792741!4d100.9312479!16s%2Fg%2F11v0_vt5m8!19sChIJr_RjaaS3AjERpeSRmMAAOR0?authuser=0&hl=th&rclk=1,Swensen's Central Sriracha,4.9,(216),ไอศกรีม,?,?,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipMian1rfgmiBD7-m8cBUkQFw-nqQYyg1_0oxCMx=w80-h106-k-no,,13.1792741!4d100.9312479,,"13.1792741,100.9312479",13.1792741,100.9312479
https://www.google.co.th/maps/place/Romsai+Cactus+%26+Coffee/data=!4m7!3m6!1s0x3102b54589c30785:0xd23beabe78c6cca1!8m2!3d13.2884923!4d100.9491802!16s%2Fg%2F11mvz69fpt!19sChIJhQfDiUW1AjERoczGeL7qO9I?authuser=0&hl=th&rclk=1,Romsai Cactus & Coffee,4.6,(220),ร้านกาแฟ,?,7WQX+9MV ซอย หมู่บ้านคันทรีปาร์ค 9,เปิด,? ปิด 17:30,https://lh5.googleusercontent.com/p/AF1QipPwD-MAy6QjOb-Hts7ngdjcRE9_zhtu2nz40N6a=w122-h92-k-no,,13.2884923!4d100.9491802,,"13.2884923,100.9491802",13.2884923,100.9491802
https://www.google.co.th/maps/place/Longchae+%E0%B8%A5%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%8A/data=!4m7!3m6!1s0x3102b4add23a6581:0xeabc1622f793a214!8m2!3d13.3030797!4d100.8989296!16s%2Fg%2F1hm367j4_!19sChIJgWU60q20AjERFKKT9yIWvOo?authuser=0&hl=th&rclk=1,Longchae ลองเช,4.4,(116),ไอศกรีม,?,?,เปิด,? ปิด 21:00,https://lh5.googleusercontent.com/p/AF1QipN8Z3Za-Q2HsJnL4dAtYVAJ1i70AD19fiWb8x3Q=w122-h92-k-no,,13.3030797!4d100.8989296,,"13.3030797,100.8989296",13.3030797,100.8989296
https://www.google.co.th/maps/place/LAEMTONG+Shopping+Plaza+BANGSAEN/data=!4m7!3m6!1s0x3102b4dcfd674935:0xf1e5b7209cac21af!8m2!3d13.2865749!4d100.9267703!16s%2Fg%2F1tl1fb4m!19sChIJNUln_dy0AjERryGsnCC35fE?authuser=0&hl=th&rclk=1,LAEMTONG Shopping Plaza BANGSAEN,3.9,"(1,566)",ศูนย์การค้า,?,?,ปิดอยู่,? เปิด 11:00,https://lh5.googleusercontent.com/p/AF1QipOZydPU5Wsf81a7fYqbTBQt2cMF5GKcEIgQRqhE=w80-h106-k-no,,13.2865749!4d100.9267703,,"13.2865749,100.9267703",13.2865749,100.9267703
https://www.google.co.th/maps/place/%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A1+By+%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%B2%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A1+%E0%B8%88%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%84%E0%B8%A3%E0%B8%B5%E0%B8%A1%E0%B8%96%E0%B8%B1%E0%B8%87/data=!4m7!3m6!1s0x3102b93b3d4b144d:0xf10b4e0aa060289!8m2!3d13.0993321!4d100.9384675!16s%2Fg%2F11ldt7xjj_!19sChIJTRRLPTu5AjERiQIGquC0EA8?authuser=0&hl=th&rclk=1,มหาชัยไอศกรีม By ศรีราชาไอศกรีม จำหน่ายไอศครีมถัง,5.0,(1),ไอศกรีม,?,ดาวเทียม,เปิด,? ปิด 20:00,https://lh5.googleusercontent.com/p/AF1QipMdxA_AnGrRQAm9PsqI4SGARK1-hUo75oFtbWAx=w122-h92-k-no,,13.0993321!4d100.9384675,,"13.0993321,100.9384675",13.0993321,100.9384675
https://www.google.co.th/maps/place/%E0%B8%9A%E0%B9%88%E0%B8%AD%E0%B8%A7%E0%B8%B4%E0%B8%99%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A1%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B9%80%E0%B8%A1%E0%B8%94/data=!4m7!3m6!1s0x3102c386539726d9:0xea4d2c50568ad2f7!8m2!3d13.0134208!4d101.0905026!16s%2Fg%2F11r9tk22sl!19sChIJ2SaXU4bDAjER99KKVlAsTeo?authuser=0&hl=th&rclk=1,บ่อวินไอศกรีมโฮมเมด,5.0,(15),ไอศกรีม,?,238/260 หมู่ 3 เฟส 6 ซอย 4 ไลฟ์ซิตี้ปาร์คบ่อวิน,เปิด,? ปิด 17:00,https://lh5.googleusercontent.com/p/AF1QipO9YNfcuww3GfkbA0usMj90RPQTGjlTqzWB7by5=w122-h92-k-no,,13.0134208!4d101.0905026,,"13.0134208,101.0905026",13.0134208,101.0905026
https://www.google.co.th/maps/place/Heriot+cafe+%E0%B9%80%E0%B8%AE%E0%B8%A3%E0%B8%B4%E0%B8%AD%E0%B9%87%E0%B8%AD%E0%B8%97+%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88/data=!4m7!3m6!1s0x3102b509e9064c2b:0x7033ebaa81d4ddf4!8m2!3d13.3030658!4d100.9006418!16s%2Fg%2F11v4lrh5wp!19sChIJK0wG6Qm1AjER9N3UgarrM3A?authuser=0&hl=th&rclk=1,Heriot cafe เฮริอ็อท คาเฟ่,4.8,(54),ร้านกาแฟ,?,เลขที่ 34 ซ. 2 ถ. บางแสนสาย 1,เปิด,? ปิด 17:30,https://lh5.googleusercontent.com/p/AF1QipM0GTVISn9i1viCB6Hn0_fMWxme3FFC2EkQ9_tv=w122-h92-k-no,,13.3030658!4d100.9006418,,"13.3030658,100.9006418",13.3030658,100.9006418
https://www.google.co.th/maps/place/Swensen%E2%80%99s+J-Park+Sriracha/data=!4m7!3m6!1s0x3102c9e4cd01fb9b:0x853029daa4c2e383!8m2!3d13.1537628!4d100.9834459!16s%2Fg%2F11sf67nc_6!19sChIJm_sBzeTJAjERg-PCpNopMIU?authuser=0&hl=th&rclk=1,Swensen’s J-Park Sriracha,4.5,(80),ไอศกรีม,?,?,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipOnS6SynXl2DJWjEtaKEYH3DyOYbYapROVR4QBj=w80-h106-k-no,,13.1537628!4d100.9834459,,"13.1537628,100.9834459",13.1537628,100.9834459
https://www.google.co.th/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%84%E0%B8%AD%E0%B8%95%E0%B8%B4%E0%B8%A1%E0%B8%A7%E0%B8%AD%E0%B8%A5%E0%B8%A5%E0%B9%8C+%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B9%81%E0%B8%AB%E0%B8%A7%E0%B8%99/data=!4m7!3m6!1s0x3102c7617e6ac6d7:0x3642116e7fbd1f2d!8m2!3d13.068265!4d101.0419237!16s%2Fg%2F11fjqjc3wb!19sChIJ18ZqfmHHAjERLR-9f24RQjY?authuser=0&hl=th&rclk=1,ร้านบ้านไอติมวอลล์ คุณแหวน,4.4,(7),ไอศกรีม,?,เลขที่ 281/41,,,https://lh5.googleusercontent.com/p/AF1QipODhsBRuOEqgTQRYQqQM9ig6v93Wa6k7WikvUbX=w122-h92-k-no,,13.068265!4d101.0419237,,"13.068265,101.0419237",13.068265,101.0419237
https://www.google.co.th/maps/place/%E0%B8%AA%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%A2%E0%B8%94%E0%B8%B5+%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%84%E0%B8%A3%E0%B8%B5%E0%B8%A1+%E0%B8%AD%E0%B9%88%E0%B8%B2%E0%B8%A7%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A1/data=!4m7!3m6!1s0x3102b9e9bd942497:0xdfc26ddf67f93009!8m2!3d13.1130734!4d100.9276151!16s%2Fg%2F11ksl5kz6j!19sChIJlySUvem5AjERCTD5Z99twt8?authuser=0&hl=th&rclk=1,สะบายดี ไอศครีม อ่าวอุดม,4.7,(9),ไอศกรีม,?,223 127 ถ. ทุ่งสุขลา,ปิดอยู่,? เปิด 15:00,https://lh5.googleusercontent.com/p/AF1QipNRc8RL7o9IZrCbHrCL0aNUSJjw_sgmxbhzcu6W=w80-h106-k-no,,13.1130734!4d100.9276151,,"13.1130734,100.9276151",13.1130734,100.9276151
